# 3.1 conjugate conduction: L=200 kappa=10 D0=0.05
# x/L  theta_num  theta_ana
0.34750000 7.9573170730e-01 7.9573170732e-01
0.35250000 7.8963414633e-01 7.8963414634e-01
0.35750000 7.8353658535e-01 7.8353658537e-01
0.36250000 7.7743902437e-01 7.7743902439e-01
0.36750000 7.7134146340e-01 7.7134146341e-01
0.37250000 7.6524390242e-01 7.6524390244e-01
0.37750000 7.5914634145e-01 7.5914634146e-01
0.38250000 7.5304878047e-01 7.5304878049e-01
0.38750000 7.4695121949e-01 7.4695121951e-01
0.39250000 7.4085365852e-01 7.4085365854e-01
0.39750000 7.3475609754e-01 7.3475609756e-01
0.40250000 7.2865853657e-01 7.2865853659e-01
0.40750000 7.2256097559e-01 7.2256097561e-01
0.41250000 7.1646341461e-01 7.1646341463e-01
0.41750000 7.1036585364e-01 7.1036585366e-01
0.42250000 7.0426829266e-01 7.0426829268e-01
0.42750000 6.9817073169e-01 6.9817073171e-01
0.43250000 6.9207317071e-01 6.9207317073e-01
0.43750000 6.8597560973e-01 6.8597560976e-01
0.44250000 6.7987804876e-01 6.7987804878e-01
0.44750000 6.7378048778e-01 6.7378048780e-01
0.45250000 6.6768292681e-01 6.6768292683e-01
0.45750000 6.6158536583e-01 6.6158536585e-01
0.46250000 6.5548780486e-01 6.5548780488e-01
0.46750000 6.4939024388e-01 6.4939024390e-01
0.47250000 6.4329268290e-01 6.4329268293e-01
0.47750000 6.3719512193e-01 6.3719512195e-01
0.48250000 6.3109756095e-01 6.3109756098e-01
0.48750000 6.2499999998e-01 6.2500000000e-01
0.49250000 6.1890243900e-01 6.1890243902e-01
0.49750000 6.1280487803e-01 6.1280487805e-01
0.50250000 6.0670731705e-01 6.0670731707e-01
0.50750000 6.0060975607e-01 6.0060975610e-01
0.51250000 5.9451219510e-01 5.9451219512e-01
0.51750000 5.8841463412e-01 5.8841463415e-01
0.52250000 5.8231707315e-01 5.8231707317e-01
0.52750000 5.7621951217e-01 5.7621951220e-01
0.53250000 5.7012195120e-01 5.7012195122e-01
0.53750000 5.6402439022e-01 5.6402439024e-01
0.54250000 5.5792682924e-01 5.5792682927e-01
0.54750000 5.5182926827e-01 5.5182926829e-01
0.55250000 5.4573170729e-01 5.4573170732e-01
0.55750000 5.3963414632e-01 5.3963414634e-01
0.56250000 5.3353658534e-01 5.3353658537e-01
0.56750000 5.2743902437e-01 5.2743902439e-01
0.57250000 5.2134146339e-01 5.2134146341e-01
0.57750000 5.1524390241e-01 5.1524390244e-01
0.58250000 5.0914634144e-01 5.0914634146e-01
0.58750000 5.0304878046e-01 5.0304878049e-01
0.59250000 4.9695121949e-01 4.9695121951e-01
0.59750000 4.9085365851e-01 4.9085365854e-01
0.60250000 4.8475609754e-01 4.8475609756e-01
0.60750000 4.7865853656e-01 4.7865853659e-01
0.61250000 4.7256097558e-01 4.7256097561e-01
0.61750000 4.6646341461e-01 4.6646341463e-01
0.62250000 4.6036585363e-01 4.6036585366e-01
0.62750000 4.5426829266e-01 4.5426829268e-01
0.63250000 4.4817073168e-01 4.4817073171e-01
0.63750000 4.4207317071e-01 4.4207317073e-01
0.64250000 4.3597560973e-01 4.3597560976e-01
0.64750000 4.2987804876e-01 4.2987804878e-01
0.65250000 4.2378048778e-01 4.2378048780e-01
0.65750000 4.1768292681e-01 4.1768292683e-01
0.66250000 4.1158536583e-01 4.1158536585e-01
0.66750000 4.0548780485e-01 4.0548780488e-01
0.67250000 3.9939024388e-01 3.9939024390e-01
0.67750000 3.9329268290e-01 3.9329268293e-01
0.68250000 3.8719512193e-01 3.8719512195e-01
0.68750000 3.8109756095e-01 3.8109756098e-01
0.69250000 3.7499999998e-01 3.7500000000e-01
0.69750000 3.6890243900e-01 3.6890243902e-01
0.70250000 3.6280487803e-01 3.6280487805e-01
0.70750000 3.5670731705e-01 3.5670731707e-01
0.71250000 3.5060975608e-01 3.5060975610e-01
0.71750000 3.4451219510e-01 3.4451219512e-01
0.72250000 3.3841463412e-01 3.3841463415e-01
0.72750000 3.3231707315e-01 3.3231707317e-01
0.73250000 3.2621951217e-01 3.2621951220e-01
0.73750000 3.2012195120e-01 3.2012195122e-01
0.74250000 3.1402439022e-01 3.1402439024e-01
0.74750000 3.0792682925e-01 3.0792682927e-01
0.75250000 3.0182926827e-01 3.0182926829e-01
0.75750000 2.9573170730e-01 2.9573170732e-01
0.76250000 2.8963414632e-01 2.8963414634e-01
0.76750000 2.8353658535e-01 2.8353658537e-01
0.77250000 2.7743902437e-01 2.7743902439e-01
0.77750000 2.7134146340e-01 2.7134146341e-01
0.78250000 2.6524390242e-01 2.6524390244e-01
0.78750000 2.5914634144e-01 2.5914634146e-01
0.79250000 2.5304878047e-01 2.5304878049e-01
0.79750000 2.4695121949e-01 2.4695121951e-01
0.80250000 2.4085365852e-01 2.4085365854e-01
0.80750000 2.3475609754e-01 2.3475609756e-01
0.81250000 2.2865853657e-01 2.2865853659e-01
0.81750000 2.2256097559e-01 2.2256097561e-01
0.82250000 2.1646341462e-01 2.1646341463e-01
0.82750000 2.1036585364e-01 2.1036585366e-01
0.83250000 2.0426829267e-01 2.0426829268e-01
0.83750000 1.9817073169e-01 1.9817073171e-01
0.84250000 1.9207317072e-01 1.9207317073e-01
0.84750000 1.8597560974e-01 1.8597560976e-01
0.85250000 1.7987804877e-01 1.7987804878e-01
0.85750000 1.7378048779e-01 1.7378048780e-01
0.86250000 1.6768292682e-01 1.6768292683e-01
0.86750000 1.6158536584e-01 1.6158536585e-01
0.87250000 1.5548780487e-01 1.5548780488e-01
0.87750000 1.4939024389e-01 1.4939024390e-01
0.88250000 1.4329268292e-01 1.4329268293e-01
0.88750000 1.3719512194e-01 1.3719512195e-01
0.89250000 1.3109756096e-01 1.3109756098e-01
0.89750000 1.2499999999e-01 1.2500000000e-01
0.90250000 1.1890243901e-01 1.1890243902e-01
0.90750000 1.1280487804e-01 1.1280487805e-01
0.91250000 1.0670731706e-01 1.0670731707e-01
0.91750000 1.0060975609e-01 1.0060975610e-01
0.92250000 9.4512195114e-02 9.4512195122e-02
0.92750000 8.8414634139e-02 8.8414634146e-02
0.93250000 8.2317073164e-02 8.2317073171e-02
0.93750000 7.6219512188e-02 7.6219512195e-02
0.94250000 7.0121951213e-02 7.0121951220e-02
0.94750000 6.4024390238e-02 6.4024390244e-02
0.95250000 5.7926829263e-02 5.7926829268e-02
0.95750000 5.1829268288e-02 5.1829268293e-02
0.96250000 4.5731707313e-02 4.5731707317e-02
0.96750000 3.9634146338e-02 3.9634146341e-02
0.97250000 3.3536585363e-02 3.3536585366e-02
0.97750000 2.7439024388e-02 2.7439024390e-02
0.98250000 2.1341463413e-02 2.1341463415e-02
0.98750000 1.5243902438e-02 1.5243902439e-02
0.99250000 9.1463414626e-03 9.1463414634e-03
0.99750000 3.0487804875e-03 3.0487804878e-03
