# 3.4 normal plate velocity: H=200 Pe=10 tau=0.8 walls=abb
# y/H  theta_num  theta_ana
0.75250000 8.4104393659e-02 8.4121409434e-02
0.75750000 8.8419762932e-02 8.8436734134e-02
0.76250000 9.2956433193e-02 9.2973310263e-02
0.76750000 9.7725753211e-02 9.7742481623e-02
0.77250000 1.0273965374e-01 1.0275617363e-01
0.77750000 1.0801067738e-01 1.0802692312e-01
0.78250000 1.1355200992e-01 1.1356790972e-01
0.78750000 1.1937751336e-01 1.1939298877e-01
0.79250000 1.2550176056e-01 1.2551672601e-01
0.79750000 1.3194007172e-01 1.3195443398e-01
0.80250000 1.3870855269e-01 1.3872221029e-01
0.80750000 1.4582413524e-01 1.4583697792e-01
0.81250000 1.5330461946e-01 1.5331652747e-01
0.81750000 1.6116871826e-01 1.6117956174e-01
0.82250000 1.6943610418e-01 1.6944574239e-01
0.82750000 1.7812745860e-01 1.7813573919e-01
0.83250000 1.8726452351e-01 1.8727128166e-01
0.83750000 1.9687015584e-01 1.9687521340e-01
0.84250000 2.0696838471e-01 2.0697154925e-01
0.84750000 2.1758447147e-01 2.1758553530e-01
0.85250000 2.2874497293e-01 2.2874371206e-01
0.85750000 2.4047780780e-01 2.4047398078e-01
0.86250000 2.5281232651e-01 2.5280567323e-01
0.86750000 2.6577938464e-01 2.6576962508e-01
0.87250000 2.7941142011e-01 2.7939825295e-01
0.87750000 2.9374253432e-01 2.9372563552e-01
0.88250000 3.0880857746e-01 3.0878759869e-01
0.88750000 3.2464723821e-01 3.2462180524e-01
0.89250000 3.4129813796e-01 3.4126784891e-01
0.89750000 3.5880293001e-01 3.5876735349e-01
0.90250000 3.7720540370e-01 3.7716407686e-01
0.90750000 3.9655159399e-01 3.9650402040e-01
0.91250000 4.1688989660e-01 4.1683554405e-01
0.91750000 4.3827118909e-01 4.3820948722e-01
0.92250000 4.6074895812e-01 4.6067929588e-01
0.92750000 4.8437943326e-01 4.8430115626e-01
0.93250000 5.0922172762e-01 5.0913413533e-01
0.93750000 5.3533798581e-01 5.3524032846e-01
0.94250000 5.6279353928e-01 5.6268501474e-01
0.94750000 5.9165706986e-01 5.9153682017e-01
0.95250000 6.2200078149e-01 6.2186788929e-01
0.95750000 6.5390058089e-01 6.5375406559e-01
0.96250000 6.8743626745e-01 6.8727508110e-01
0.96750000 7.2269173280e-01 7.2251475583e-01
0.97250000 7.5975517074e-01 7.5956120732e-01
0.97750000 7.9871929780e-01 7.9850707099e-01
0.98250000 8.3968158522e-01 8.3944973180e-01
0.98750000 8.8274450276e-01 8.8249156771e-01
0.99250000 9.2801577505e-01 9.2774020574e-01
0.99750000 9.7560865105e-01 9.7530879105e-01
